Uniprot	description	markers	svm	svm.scores	final.assignment
Q9H6A9	Pecanex-like protein 3 OS=Homo sapiens GN=PCNX3 PE=1 SV=2 - [PCX3_HUMAN]	unknown	PM	0.840997948	PM
O95628-3	Isoform 3 of CCR4-NOT transcription complex subunit 4 OS=Homo sapiens GN=CNOT4 - [CNOT4_HUMAN]	unknown	RIBOSOME 40S	0.394290035	unknown
Q9UHF7	Zinc finger transcription factor Trps1 OS=Homo sapiens GN=TRPS1 PE=1 SV=2 - [TRPS1_HUMAN]	unknown	NUCLEUS	0.815725875	NUCLEUS
Q13114	TNF receptor-associated factor 3 OS=Homo sapiens GN=TRAF3 PE=1 SV=2 - [TRAF3_HUMAN]	unknown	RIBOSOME 60S	0.287630307	unknown
A0MZ66-8	Isoform 8 of Shootin-1 OS=Homo sapiens GN=SHTN1 - [SHOT1_HUMAN]	unknown	PROTEASOME	0.498007097	unknown
O60524-4	Isoform 4 of Nuclear export mediator factor NEMF OS=Homo sapiens GN=NEMF - [NEMF_HUMAN]	unknown	RIBOSOME 60S	0.267678527	unknown
Q9NU22	Midasin OS=Homo sapiens GN=MDN1 PE=1 SV=2 - [MDN1_HUMAN]	unknown	NUCLEUS	0.901332341	NUCLEUS
Q9H2D1	Mitochondrial folate transporter/carrier OS=Homo sapiens GN=SLC25A32 PE=1 SV=2 - [MFTC_HUMAN]	unknown	MITOCHONDRION	0.921695805	MITOCHONDRION
O15085-2	Isoform 2 of Rho guanine nucleotide exchange factor 11 OS=Homo sapiens GN=ARHGEF11 - [ARHGB_HUMAN]	unknown	PM	0.237800458	unknown
Q9P2E5	Chondroitin sulfate glucuronyltransferase OS=Homo sapiens GN=CHPF2 PE=2 SV=2 - [CHPF2_HUMAN]	unknown	GA	0.819278399	unknown
Q5TA45-2	Isoform 2 of Integrator complex subunit 11 OS=Homo sapiens GN=CPSF3L - [INT11_HUMAN]	unknown	NUCLEUS	0.750824367	NUCLEUS
Q5JTD0-2	Isoform 2 of Tight junction-associated protein 1 OS=Homo sapiens GN=TJAP1 - [TJAP1_HUMAN]	unknown	RIBOSOME 60S	0.16029656	unknown
Q02447-3	Isoform 3 of Transcription factor Sp3 OS=Homo sapiens GN=SP3 - [SP3_HUMAN]	unknown	NUCLEUS	0.615041958	NUCLEUS
Q9HCG8	Pre-mRNA-splicing factor CWC22 homolog OS=Homo sapiens GN=CWC22 PE=1 SV=3 - [CWC22_HUMAN]	unknown	NUCLEUS	0.896367881	NUCLEUS
Q9BUB7	Transmembrane protein 70, mitochondrial OS=Homo sapiens GN=TMEM70 PE=1 SV=2 - [TMM70_HUMAN]	unknown	MITOCHONDRION	0.9163764	MITOCHONDRION
Q9Y4D7	Plexin-D1 OS=Homo sapiens GN=PLXND1 PE=1 SV=3 - [PLXD1_HUMAN]	unknown	PM	0.941808507	PM
Q8NBT0-3	Isoform 3 of POC1 centriolar protein homolog A OS=Homo sapiens GN=POC1A - [POC1A_HUMAN]	unknown	RIBOSOME 60S	0.43555526	unknown
Q9NZB8-2	Isoform 6 of Molybdenum cofactor biosynthesis protein 1 OS=Homo sapiens GN=MOCS1 - [MOCS1_HUMAN]	unknown	MITOCHONDRION	0.941412299	MITOCHONDRION
Q9UBV7	Beta-1,4-galactosyltransferase 7 OS=Homo sapiens GN=B4GALT7 PE=1 SV=1 - [B4GT7_HUMAN]	unknown	ER	0.442852151	unknown
Q9H814	Phosphorylated adapter RNA export protein OS=Homo sapiens GN=PHAX PE=1 SV=1 - [PHAX_HUMAN]	unknown	CYTOSOL	0.776112871	unknown
Q9ULH7-4	Isoform 4 of MKL/myocardin-like protein 2 OS=Homo sapiens GN=MKL2 - [MKL2_HUMAN]	unknown	PROTEASOME	0.228721598	unknown
Q13643	Four and a half LIM domains protein 3 OS=Homo sapiens GN=FHL3 PE=1 SV=4 - [FHL3_HUMAN]	unknown	CYTOSOL	0.599162402	unknown
Q9NNW5	WD repeat-containing protein 6 OS=Homo sapiens GN=WDR6 PE=1 SV=1 - [WDR6_HUMAN]	unknown	NUCLEUS	0.347786371	NUCLEUS
Q9Y2X0-2	Isoform 2 of Mediator of RNA polymerase II transcription subunit 16 OS=Homo sapiens GN=MED16 - [MED16_HUMAN]	unknown	NUCLEUS	0.360254445	NUCLEUS
O43813	LanC-like protein 1 OS=Homo sapiens GN=LANCL1 PE=1 SV=1 - [LANC1_HUMAN]	unknown	RIBOSOME 60S	0.37472558500000003	unknown
Q6ZRV2	Protein FAM83H OS=Homo sapiens GN=FAM83H PE=1 SV=3 - [FA83H_HUMAN]	unknown	RIBOSOME 60S	0.234164135	unknown
Q12913	Receptor-type tyrosine-protein phosphatase eta OS=Homo sapiens GN=PTPRJ PE=1 SV=3 - [PTPRJ_HUMAN]	unknown	PM	0.943477444	PM
Q13614	Myotubularin-related protein 2 OS=Homo sapiens GN=MTMR2 PE=1 SV=4 - [MTMR2_HUMAN]	unknown	RIBOSOME 60S	0.348144639	unknown
Q92759	General transcription factor IIH subunit 4 OS=Homo sapiens GN=GTF2H4 PE=1 SV=1 - [TF2H4_HUMAN]	unknown	NUCLEUS	0.520947123	NUCLEUS
P52294	Importin subunit alpha-5 OS=Homo sapiens GN=KPNA1 PE=1 SV=3 - [IMA5_HUMAN]	unknown	PROTEASOME	0.333299769	unknown
Q13332-6	Isoform 2 of Receptor-type tyrosine-protein phosphatase S OS=Homo sapiens GN=PTPRS - [PTPRS_HUMAN]	unknown	PM	0.722626554	unknown
Q14657	EKC/KEOPS complex subunit LAGE3 OS=Homo sapiens GN=LAGE3 PE=1 SV=2 - [LAGE3_HUMAN]	unknown	CYTOSOL	0.862900051	unknown
Q9H0G5	Nuclear speckle splicing regulatory protein 1 OS=Homo sapiens GN=NSRP1 PE=1 SV=1 - [NSRP1_HUMAN]	unknown	NUCLEUS	0.852694368	NUCLEUS
Q9P273	Teneurin-3 OS=Homo sapiens GN=TENM3 PE=2 SV=3 - [TEN3_HUMAN]	unknown	PM	0.920876689	PM
Q96QG7	Myotubularin-related protein 9 OS=Homo sapiens GN=MTMR9 PE=1 SV=1 - [MTMR9_HUMAN]	unknown	RIBOSOME 60S	0.537473221	unknown
Q9BV81	ER membrane protein complex subunit 6 OS=Homo sapiens GN=EMC6 PE=1 SV=1 - [EMC6_HUMAN]	unknown	ER	0.87094434	unknown
O94921	Cyclin-dependent kinase 14 OS=Homo sapiens GN=CDK14 PE=1 SV=3 - [CDK14_HUMAN]	unknown	RIBOSOME 60S	0.264332898	unknown
O60684	Importin subunit alpha-7 OS=Homo sapiens GN=KPNA6 PE=1 SV=1 - [IMA7_HUMAN]	unknown	CYTOSOL	0.421222487	unknown
Q96Q89-3	Isoform 3 of Kinesin-like protein KIF20B OS=Homo sapiens GN=KIF20B - [KI20B_HUMAN]	unknown	CHROMATIN	0.685912641	CHROMATIN
Q8N0X4	Citrate lyase subunit beta-like protein, mitochondrial OS=Homo sapiens GN=CLYBL PE=1 SV=2 - [CLYBL_HUMAN]	unknown	MITOCHONDRION	0.888858518	MITOCHONDRION
Q04726-7	Isoform 7 of Transducin-like enhancer protein 3 OS=Homo sapiens GN=TLE3 - [TLE3_HUMAN]	unknown	NUCLEUS	0.385609591	NUCLEUS
O15533-2	Isoform 2 of Tapasin OS=Homo sapiens GN=TAPBP - [TPSN_HUMAN]	unknown	ER	0.848305354	unknown
P53365	Arfaptin-2 OS=Homo sapiens GN=ARFIP2 PE=1 SV=1 - [ARFP2_HUMAN]	unknown	PM	0.197254981	unknown
Q12884	Prolyl endopeptidase FAP OS=Homo sapiens GN=FAP PE=1 SV=5 - [SEPR_HUMAN]	unknown	PM	0.766959672	unknown
Q9Y6X8	Zinc fingers and homeoboxes protein 2 OS=Homo sapiens GN=ZHX2 PE=1 SV=1 - [ZHX2_HUMAN]	unknown	CHROMATIN	0.410476303	unknown
Q9NRC1-4	Isoform 4 of Suppressor of tumorigenicity 7 protein OS=Homo sapiens GN=ST7 - [ST7_HUMAN]	unknown	ER	0.916816818	unknown
Q99735-2	Isoform 2 of Microsomal glutathione S-transferase 2 OS=Homo sapiens GN=MGST2 - [MGST2_HUMAN]	unknown	ER	0.864942299	unknown
Q9H6R6-2	Isoform 2 of Palmitoyltransferase ZDHHC6 OS=Homo sapiens GN=ZDHHC6 - [ZDHC6_HUMAN]	unknown	ER	0.886071771	unknown
Q9ULL0	Uncharacterized protein KIAA1210 OS=Homo sapiens GN=KIAA1210 PE=2 SV=3 - [K1210_HUMAN]	unknown	RIBOSOME 60S	0.469672569	unknown
P30622-2	Isoform 3 of CAP-Gly domain-containing linker protein 1 OS=Homo sapiens GN=CLIP1 - [CLIP1_HUMAN]	unknown	PROTEASOME	0.181310104	unknown
O94880	PHD finger protein 14 OS=Homo sapiens GN=PHF14 PE=1 SV=2 - [PHF14_HUMAN]	unknown	NUCLEUS	0.589927999	NUCLEUS
Q9UPP1-2	Isoform 2 of Histone lysine demethylase PHF8 OS=Homo sapiens GN=PHF8 - [PHF8_HUMAN]	unknown	CHROMATIN	0.704722654	CHROMATIN
O95376	E3 ubiquitin-protein ligase ARIH2 OS=Homo sapiens GN=ARIH2 PE=1 SV=1 - [ARI2_HUMAN]	unknown	CYTOSOL	0.82449493	unknown
Q96RE7	Nucleus accumbens-associated protein 1 OS=Homo sapiens GN=NACC1 PE=1 SV=1 - [NACC1_HUMAN]	unknown	NUCLEUS	0.49775332	NUCLEUS
Q99717	Mothers against decapentaplegic homolog 5 OS=Homo sapiens GN=SMAD5 PE=1 SV=1 - [SMAD5_HUMAN]	unknown	RIBOSOME 60S	0.196199252	unknown
Q969P6	DNA topoisomerase I, mitochondrial OS=Homo sapiens GN=TOP1MT PE=1 SV=1 - [TOP1M_HUMAN]	unknown	MITOCHONDRION	0.719443889	unknown
Q99996-5	Isoform 5 of A-kinase anchor protein 9 OS=Homo sapiens GN=AKAP9 - [AKAP9_HUMAN]	unknown	CHROMATIN	0.276264749	unknown
Q8IWJ2	GRIP and coiled-coil domain-containing protein 2 OS=Homo sapiens GN=GCC2 PE=1 SV=4 - [GCC2_HUMAN]	unknown	PROTEASOME	0.311214477	unknown
P51797	Chloride transport protein 6 OS=Homo sapiens GN=CLCN6 PE=1 SV=2 - [CLCN6_HUMAN]	unknown	PM	0.455145352	unknown
Q96RF0-3	Isoform 3 of Sorting nexin-18 OS=Homo sapiens GN=SNX18 - [SNX18_HUMAN]	unknown	MITOCHONDRION	0.154643331	unknown
Q9Y2G8	DnaJ homolog subfamily C member 16 OS=Homo sapiens GN=DNAJC16 PE=2 SV=3 - [DJC16_HUMAN]	unknown	ER	0.92728432	unknown
Q9BY49	Peroxisomal trans-2-enoyl-CoA reductase OS=Homo sapiens GN=PECR PE=1 SV=2 - [PECR_HUMAN]	unknown	MITOCHONDRION	0.427547202	unknown
Q8N0U8	Vitamin K epoxide reductase complex subunit 1-like protein 1 OS=Homo sapiens GN=VKORC1L1 PE=1 SV=2 - [VKORL_HUMAN]	unknown	ER	0.919874369	unknown
O95674	Phosphatidate cytidylyltransferase 2 OS=Homo sapiens GN=CDS2 PE=1 SV=1 - [CDS2_HUMAN]	unknown	ER	0.908820242	unknown
Q6ZUT1-3	Isoform 3 of Uncharacterized protein C11orf57 OS=Homo sapiens GN=C11orf57 - [CK057_HUMAN]	unknown	NUCLEUS	0.839711343	NUCLEUS
Q13546	Receptor-interacting serine/threonine-protein kinase 1 OS=Homo sapiens GN=RIPK1 PE=1 SV=3 - [RIPK1_HUMAN]	unknown	PROTEASOME	0.53267963	unknown
P06858	Lipoprotein lipase OS=Homo sapiens GN=LPL PE=1 SV=1 - [LIPL_HUMAN]	unknown	PM	0.456687493	unknown
Q68DK2-2	Isoform 2 of Zinc finger FYVE domain-containing protein 26 OS=Homo sapiens GN=ZFYVE26 - [ZFY26_HUMAN]	unknown	RIBOSOME 60S	0.311118666	unknown
Q08AM6	Protein VAC14 homolog OS=Homo sapiens GN=VAC14 PE=1 SV=1 - [VAC14_HUMAN]	unknown	RIBOSOME 60S	0.672870274	RIBOSOME 60S
P57678	Gem-associated protein 4 OS=Homo sapiens GN=GEMIN4 PE=1 SV=2 - [GEMI4_HUMAN]	unknown	NUCLEUS	0.571987455	NUCLEUS
P26012	Integrin beta-8 OS=Homo sapiens GN=ITGB8 PE=2 SV=1 - [ITB8_HUMAN]	unknown	PM	0.886440783	PM
Q15070-2	Isoform 2 of Mitochondrial inner membrane protein OXA1L OS=Homo sapiens GN=OXA1L - [OXA1L_HUMAN]	MITOCHONDRION	MITOCHONDRION	1	MITOCHONDRION
Q86YT6	E3 ubiquitin-protein ligase MIB1 OS=Homo sapiens GN=MIB1 PE=1 SV=1 - [MIB1_HUMAN]	unknown	CHROMATIN	0.28661725	unknown
Q8IUH5	Palmitoyltransferase ZDHHC17 OS=Homo sapiens GN=ZDHHC17 PE=1 SV=2 - [ZDH17_HUMAN]	unknown	GA	0.754728522	unknown
P98160	Basement membrane-specific heparan sulfate proteoglycan core protein OS=Homo sapiens GN=HSPG2 PE=1 SV=4 - [PGBM_HUMAN]	unknown	PM	0.684245985	unknown
P20585	DNA mismatch repair protein Msh3 OS=Homo sapiens GN=MSH3 PE=1 SV=4 - [MSH3_HUMAN]	unknown	CHROMATIN	0.626031746	CHROMATIN
Q96EB6	NAD-dependent protein deacetylase sirtuin-1 OS=Homo sapiens GN=SIRT1 PE=1 SV=2 - [SIR1_HUMAN]	unknown	CYTOSOL	0.840418184	unknown
P13807-2	Isoform 2 of Glycogen [starch] synthase, muscle OS=Homo sapiens GN=GYS1 - [GYS1_HUMAN]	unknown	PROTEASOME	0.247945384	unknown
Q9Y6K1	DNA (cytosine-5)-methyltransferase 3A OS=Homo sapiens GN=DNMT3A PE=1 SV=4 - [DNM3A_HUMAN]	unknown	NUCLEUS	0.510648811	NUCLEUS
Q5T2E6	UPF0668 protein C10orf76 OS=Homo sapiens GN=C10orf76 PE=1 SV=1 - [CJ076_HUMAN]	unknown	PM	0.306821746	unknown
Q5JS37	NHL repeat-containing protein 3 OS=Homo sapiens GN=NHLRC3 PE=2 SV=1 - [NHLC3_HUMAN]	unknown	LYSOSOME	0.802608178	LYSOSOME
A8MW92	PHD finger protein 20-like protein 1 OS=Homo sapiens GN=PHF20L1 PE=1 SV=2 - [P20L1_HUMAN]	unknown	CHROMATIN	0.708253171	CHROMATIN
Q8N3X1	Formin-binding protein 4 OS=Homo sapiens GN=FNBP4 PE=1 SV=3 - [FNBP4_HUMAN]	unknown	NUCLEUS	0.938495397	NUCLEUS
Q68DH5	LMBR1 domain-containing protein 2 OS=Homo sapiens GN=LMBRD2 PE=1 SV=1 - [LMBD2_HUMAN]	unknown	LYSOSOME	0.469850251	unknown
O95486	Protein transport protein Sec24A OS=Homo sapiens GN=SEC24A PE=1 SV=2 - [SC24A_HUMAN]	unknown	RIBOSOME 60S	0.613937866	unknown
Q6IA86-3	Isoform 3 of Elongator complex protein 2 OS=Homo sapiens GN=ELP2 - [ELP2_HUMAN]	unknown	CYTOSOL	0.543489831	unknown
P56199	Integrin alpha-1 OS=Homo sapiens GN=ITGA1 PE=1 SV=2 - [ITA1_HUMAN]	unknown	PM	0.944112928	PM
Q8WWN8	Arf-GAP with Rho-GAP domain, ANK repeat and PH domain-containing protein 3 OS=Homo sapiens GN=ARAP3 PE=1 SV=1 - [ARAP3_HUMAN]	unknown	RIBOSOME 60S	0.226186664	unknown
Q5VSL9	Striatin-interacting protein 1 OS=Homo sapiens GN=STRIP1 PE=1 SV=1 - [STRP1_HUMAN]	unknown	MITOCHONDRION	0.17687167	unknown
O95352	Ubiquitin-like modifier-activating enzyme ATG7 OS=Homo sapiens GN=ATG7 PE=1 SV=1 - [ATG7_HUMAN]	unknown	PROTEASOME	0.53522159	unknown
Q04609-6	Isoform PSMA' of Glutamate carboxypeptidase 2 OS=Homo sapiens GN=FOLH1 - [FOLH1_HUMAN]	unknown	PM	0.805757359	unknown
A6NKD9	Coiled-coil domain-containing protein 85C OS=Homo sapiens GN=CCDC85C PE=1 SV=1 - [CC85C_HUMAN]	unknown	RIBOSOME 60S	0.339685853	unknown
Q9P2D3	HEAT repeat-containing protein 5B OS=Homo sapiens GN=HEATR5B PE=1 SV=2 - [HTR5B_HUMAN]	unknown	PM	0.651354268	unknown
Q9UBM7	7-dehydrocholesterol reductase OS=Homo sapiens GN=DHCR7 PE=1 SV=1 - [DHCR7_HUMAN]	ER	ER	1	ER
Q9UNL2	Translocon-associated protein subunit gamma OS=Homo sapiens GN=SSR3 PE=1 SV=1 - [SSRG_HUMAN]	unknown	ER	0.844020437	unknown
P19532	Transcription factor E3 OS=Homo sapiens GN=TFE3 PE=1 SV=4 - [TFE3_HUMAN]	unknown	NUCLEUS	0.285001756	unknown
Q32NC0	UPF0711 protein C18orf21 OS=Homo sapiens GN=C18orf21 PE=1 SV=1 - [CR021_HUMAN]	unknown	NUCLEUS	0.916688855	NUCLEUS
Q8WY36-2	Isoform 2 of HMG box transcription factor BBX OS=Homo sapiens GN=BBX - [BBX_HUMAN]	unknown	NUCLEUS	0.507856217	NUCLEUS
Q5VUA4	Zinc finger protein 318 OS=Homo sapiens GN=ZNF318 PE=1 SV=2 - [ZN318_HUMAN]	unknown	NUCLEUS	0.618900595	NUCLEUS
Q14703	Membrane-bound transcription factor site-1 protease OS=Homo sapiens GN=MBTPS1 PE=1 SV=1 - [MBTP1_HUMAN]	unknown	ER	0.472046148	unknown
O60683	Peroxisome biogenesis factor 10 OS=Homo sapiens GN=PEX10 PE=1 SV=1 - [PEX10_HUMAN]	unknown	MITOCHONDRION	0.456627805	unknown
Q12830-4	Isoform 4 of Nucleosome-remodeling factor subunit BPTF OS=Homo sapiens GN=BPTF - [BPTF_HUMAN]	unknown	NUCLEUS	0.575465645	NUCLEUS
Q9BXW9	Fanconi anemia group D2 protein OS=Homo sapiens GN=FANCD2 PE=1 SV=2 - [FACD2_HUMAN]	unknown	CHROMATIN	0.351250167	unknown
Q9Y2Z2-5	Isoform 6 of Protein MTO1 homolog, mitochondrial OS=Homo sapiens GN=MTO1 - [MTO1_HUMAN]	unknown	MITOCHONDRION	0.906432791	MITOCHONDRION
Q53HC9	Protein TSSC1 OS=Homo sapiens GN=EIPR1 PE=1 SV=2 - [TSSC1_HUMAN]	unknown	RIBOSOME 60S	0.2582978	unknown
Q9H9G7	Protein argonaute-3 OS=Homo sapiens GN=AGO3 PE=1 SV=2 - [AGO3_HUMAN]	unknown	RIBOSOME 40S	0.529353	unknown
Q8N1I0	Dedicator of cytokinesis protein 4 OS=Homo sapiens GN=DOCK4 PE=1 SV=3 - [DOCK4_HUMAN]	unknown	RIBOSOME 60S	0.693398546	RIBOSOME 60S
Q6UXM1	Leucine-rich repeats and immunoglobulin-like domains protein 3 OS=Homo sapiens GN=LRIG3 PE=2 SV=1 - [LRIG3_HUMAN]	unknown	PM	0.867494869	PM
Q9UBD5	Origin recognition complex subunit 3 OS=Homo sapiens GN=ORC3 PE=1 SV=1 - [ORC3_HUMAN]	unknown	CHROMATIN	0.613490923	CHROMATIN
Q12772	Sterol regulatory element-binding protein 2 OS=Homo sapiens GN=SREBF2 PE=1 SV=2 - [SRBP2_HUMAN]	unknown	ER	0.898363905	unknown
Q16880	2-hydroxyacylsphingosine 1-beta-galactosyltransferase OS=Homo sapiens GN=UGT8 PE=2 SV=2 - [CGT_HUMAN]	unknown	ER	0.829622754	unknown
O95163	Elongator complex protein 1 OS=Homo sapiens GN=IKBKAP PE=1 SV=3 - [ELP1_HUMAN]	unknown	PROTEASOME	0.490096627	unknown
Q99829	Copine-1 OS=Homo sapiens GN=CPNE1 PE=1 SV=1 - [CPNE1_HUMAN]	unknown	CYTOSOL	0.876515099	unknown
Q6R327	Rapamycin-insensitive companion of mTOR OS=Homo sapiens GN=RICTOR PE=1 SV=1 - [RICTR_HUMAN]	unknown	RIBOSOME 60S	0.557830085	unknown
Q9H9B1	Histone-lysine N-methyltransferase EHMT1 OS=Homo sapiens GN=EHMT1 PE=1 SV=4 - [EHMT1_HUMAN]	unknown	CHROMATIN	0.563598068	CHROMATIN
O60725	Protein-S-isoprenylcysteine O-methyltransferase OS=Homo sapiens GN=ICMT PE=1 SV=1 - [ICMT_HUMAN]	unknown	ER	0.807683826	unknown
Q86UV5	Ubiquitin carboxyl-terminal hydrolase 48 OS=Homo sapiens GN=USP48 PE=1 SV=1 - [UBP48_HUMAN]	unknown	NUCLEUS	0.58572519	NUCLEUS
O94854-2	Isoform 2 of Uncharacterized protein KIAA0754 OS=Homo sapiens GN=KIAA0754 - [K0754_HUMAN]	unknown	PM	0.747431505	unknown
Q7Z4V5	Hepatoma-derived growth factor-related protein 2 OS=Homo sapiens GN=HDGFRP2 PE=1 SV=1 - [HDGR2_HUMAN]	unknown	CYTOSOL	0.847215269	unknown
O94842-3	Isoform 3 of TOX high mobility group box family member 4 OS=Homo sapiens GN=TOX4 - [TOX4_HUMAN]	unknown	NUCLEUS	0.915118731	NUCLEUS
Q9BVQ7	Spermatogenesis-associated protein 5-like protein 1 OS=Homo sapiens GN=SPATA5L1 PE=1 SV=2 - [SPA5L_HUMAN]	unknown	RIBOSOME 60S	0.222827186	unknown
Q9UKG9	Peroxisomal carnitine O-octanoyltransferase OS=Homo sapiens GN=CROT PE=1 SV=2 - [OCTC_HUMAN]	unknown	PEROXISOME	0.625766119	unknown
O95897	Noelin-2 OS=Homo sapiens GN=OLFM2 PE=1 SV=2 - [NOE2_HUMAN]	unknown	ER	0.826164763	unknown
P13284	Gamma-interferon-inducible lysosomal thiol reductase OS=Homo sapiens GN=IFI30 PE=1 SV=3 - [GILT_HUMAN]	LYSOSOME	LYSOSOME	1	LYSOSOME
Q15746-4	Isoform 3B of Myosin light chain kinase, smooth muscle OS=Homo sapiens GN=MYLK - [MYLK_HUMAN]	unknown	MITOCHONDRION	0.282479122	unknown
Q9H4B0	Probable tRNA N6-adenosine threonylcarbamoyltransferase, mitochondrial OS=Homo sapiens GN=OSGEPL1 PE=2 SV=2 - [OSGP2_HUMAN]	unknown	MITOCHONDRION	0.955820274	MITOCHONDRION
Q96BD5-2	Isoform 2 of PHD finger protein 21A OS=Homo sapiens GN=PHF21A - [PF21A_HUMAN]	unknown	NUCLEUS	0.635606931	NUCLEUS
Q96B36	Proline-rich AKT1 substrate 1 OS=Homo sapiens GN=AKT1S1 PE=1 SV=1 - [AKTS1_HUMAN]	unknown	PM	0.266466048	unknown
P46976-2	Isoform GN-1 of Glycogenin-1 OS=Homo sapiens GN=GYG1 - [GLYG_HUMAN]	unknown	PROTEASOME	0.296513707	unknown
Q5MNZ6	WD repeat domain phosphoinositide-interacting protein 3 OS=Homo sapiens GN=WDR45B PE=2 SV=2 - [WIPI3_HUMAN]	unknown	RIBOSOME 60S	0.488776155	unknown
Q5VW32	BRO1 domain-containing protein BROX OS=Homo sapiens GN=BROX PE=1 SV=1 - [BROX_HUMAN]	unknown	CYTOSOL	0.829832407	unknown
Q6ZU80-1	Isoform 1 of Centrosomal protein of 128 kDa OS=Homo sapiens GN=CEP128 - [CE128_HUMAN]	unknown	MITOCHONDRION	0.334669887	unknown
Q9H4A3-2	Isoform 2 of Serine/threonine-protein kinase WNK1 OS=Homo sapiens GN=WNK1 - [WNK1_HUMAN]	unknown	PROTEASOME	0.412144476	unknown
Q8NBF2	NHL repeat-containing protein 2 OS=Homo sapiens GN=NHLRC2 PE=1 SV=1 - [NHLC2_HUMAN]	unknown	CYTOSOL	0.877849258	unknown
Q96JH7	Deubiquitinating protein VCIP135 OS=Homo sapiens GN=VCPIP1 PE=1 SV=2 - [VCIP1_HUMAN]	unknown	PROTEASOME	0.208606534	unknown
Q9HD26-2	Isoform 2 of Golgi-associated PDZ and coiled-coil motif-containing protein OS=Homo sapiens GN=GOPC - [GOPC_HUMAN]	unknown	RIBOSOME 60S	0.187586281	unknown
P43250-2	Isoform GRK6B of G protein-coupled receptor kinase 6 OS=Homo sapiens GN=GRK6 - [GRK6_HUMAN]	unknown	RIBOSOME 60S	0.333782414	unknown
P04920-2	Isoform B1 of Anion exchange protein 2 OS=Homo sapiens GN=SLC4A2 - [B3A2_HUMAN]	unknown	PM	0.924074672	PM
Q92674	Centromere protein I OS=Homo sapiens GN=CENPI PE=1 SV=2 - [CENPI_HUMAN]	unknown	CHROMATIN	0.784874338	CHROMATIN
Q9P2M7	Cingulin OS=Homo sapiens GN=CGN PE=1 SV=2 - [CING_HUMAN]	unknown	PM	0.184215278	unknown
O00257	E3 SUMO-protein ligase CBX4 OS=Homo sapiens GN=CBX4 PE=1 SV=3 - [CBX4_HUMAN]	unknown	NUCLEUS	0.670088673	NUCLEUS
Q8TC07-2	Isoform 2 of TBC1 domain family member 15 OS=Homo sapiens GN=TBC1D15 - [TBC15_HUMAN]	unknown	CYTOSOL	0.494293171	unknown
Q9Y561-2	Isoform 2 of Low-density lipoprotein receptor-related protein 12 OS=Homo sapiens GN=LRP12 - [LRP12_HUMAN]	unknown	PM	0.772709706	unknown
Q9NYI0-2	Isoform 2 of PH and SEC7 domain-containing protein 3 OS=Homo sapiens GN=PSD3 - [PSD3_HUMAN]	unknown	PM	0.750787849	unknown
Q9UGQ2-2	Isoform 2 of Calcium channel flower homolog OS=Homo sapiens GN=CACFD1 - [FLOWR_HUMAN]	unknown	PM	0.688152	unknown
P14635	G2/mitotic-specific cyclin-B1 OS=Homo sapiens GN=CCNB1 PE=1 SV=1 - [CCNB1_HUMAN]	unknown	CHROMATIN	0.471388435	CHROMATIN
P42695	Condensin-2 complex subunit D3 OS=Homo sapiens GN=NCAPD3 PE=1 SV=2 - [CNDD3_HUMAN]	unknown	CHROMATIN	0.667834195	CHROMATIN
Q9UPN6	Protein SCAF8 OS=Homo sapiens GN=SCAF8 PE=1 SV=1 - [SCAF8_HUMAN]	NUCLEUS	NUCLEUS	1	NUCLEUS
Q8TD19	Serine/threonine-protein kinase Nek9 OS=Homo sapiens GN=NEK9 PE=1 SV=2 - [NEK9_HUMAN]	unknown	CYTOSOL	0.572590143	unknown
O00268	Transcription initiation factor TFIID subunit 4 OS=Homo sapiens GN=TAF4 PE=1 SV=2 - [TAF4_HUMAN]	unknown	NUCLEUS	0.636710876	NUCLEUS
O60512	Beta-1,4-galactosyltransferase 3 OS=Homo sapiens GN=B4GALT3 PE=1 SV=2 - [B4GT3_HUMAN]	unknown	PM	0.314710071	unknown
Q5K651	Sterile alpha motif domain-containing protein 9 OS=Homo sapiens GN=SAMD9 PE=1 SV=1 - [SAMD9_HUMAN]	unknown	RIBOSOME 60S	0.229094789	unknown
O14646-2	Isoform 2 of Chromodomain-helicase-DNA-binding protein 1 OS=Homo sapiens GN=CHD1 - [CHD1_HUMAN]	unknown	NUCLEUS	0.688947567	NUCLEUS
O75581	Low-density lipoprotein receptor-related protein 6 OS=Homo sapiens GN=LRP6 PE=1 SV=2 - [LRP6_HUMAN]	unknown	PM	0.862050467	PM
P48509	CD151 antigen OS=Homo sapiens GN=CD151 PE=1 SV=3 - [CD151_HUMAN]	unknown	PM	0.838143377	PM
Q8NG11-2	Isoform 2 of Tetraspanin-14 OS=Homo sapiens GN=TSPAN14 - [TSN14_HUMAN]	unknown	PM	0.880110028	PM
Q96GX1-2	Isoform 2 of Tectonic-2 OS=Homo sapiens GN=TCTN2 - [TECT2_HUMAN]	unknown	ER	0.917115172	unknown
Q7L775	EPM2A-interacting protein 1 OS=Homo sapiens GN=EPM2AIP1 PE=1 SV=1 - [EPMIP_HUMAN]	unknown	CYTOSOL	0.447583293	unknown
Q8N5Y8	Mono [ADP-ribose] polymerase PARP16 OS=Homo sapiens GN=PARP16 PE=1 SV=2 - [PAR16_HUMAN]	unknown	ER	0.916549564	unknown
